id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
adundlow119,Allan,Dundlow,DE,1,1,1,1,4,3,5,2,1,4,1,1
wangerman289,Wilford,Angerman,OH,2,1,4,5,5,4,1,4,5,3,2,1
rmoddejong740,Ronald,Moddejonge,ME,5,4,1,3,4,5,2,5,3,5,3,3
dcraghead370,Dick,Craghead,AK,3,4,3,1,1,5,2,3,3,5,4,2
khaddad238,Kiara,Haddad,NE,5,4,1,5,1,2,2,1,3,2,4,1
omagni851,Ophelia,Magni,RI,3,1,1,3,4,5,3,2,5,3,3,2
lguttmann522,Lura,Guttmann,WA,1,4,4,5,3,1,4,4,4,3,3,2
szych976,Sandy,Zych,ID,5,1,4,3,2,2,1,4,5,1,4,4
dfiser19,Dexter,Fiser,NH,4,5,3,5,1,5,2,4,4,3,3,3
rherkenrat486,Renaldo,Herkenratt,SC,3,1,4,5,1,2,5,5,3,2,2,3
bmalmquist951,Bree,Malmquist,PA,5,4,2,4,3,3,3,4,5,5,5,2
kbrannin935,Kaylee,Brannin,KY,5,5,3,1,2,4,5,5,3,2,4,4
ashubin224,Alec,Shubin,MO,3,3,5,3,5,5,2,5,4,5,3,1
hdathe704,Humberto,Dathe,NE,3,2,5,2,5,2,4,2,2,3,2,2
bkurshuk538,Bronwyn,Kurshuk,ND,1,5,4,1,1,2,5,1,1,2,3,2
nkrasnow304,Noel,Krasnow,OH,2,1,5,2,3,2,2,1,2,5,5,2
emonge114,Efrain,Monge,MA,2,4,1,1,5,2,2,2,2,5,1,2
bbatley771,Buford,Batley,ND,4,5,4,4,2,4,2,2,2,5,4,1
sgoetjen970,Shane,Goetjen,IL,1,5,2,2,4,4,2,1,4,4,1,4
chegeman465,Cherrie,Hegeman,NV,2,3,5,4,2,3,1,1,1,1,4,5
tmcirvin11,Tena,Mcirvin,VA,1,4,3,4,3,2,2,1,3,3,3,5
ejundt25,Elizabeth,Jundt,AK,4,3,3,2,1,2,4,1,4,2,5,5
wmayo684,Wilber,Mayo,AR,3,5,1,4,2,1,1,1,5,3,3,2
khenerson110,Karma,Henerson,NJ,1,4,1,3,5,4,3,2,4,2,4,5
otoner760,Ouida,Toner,ME,1,1,5,5,4,3,5,4,3,4,1,1
abroadhead720,Augustus,Broadhead,IN,5,1,4,5,5,1,2,5,1,1,1,1
aziemba556,Antone,Ziemba,IN,1,4,3,2,5,1,5,2,2,4,4,4
ccapponi290,Cathey,Capponi,NY,4,2,5,4,3,5,2,4,4,1,3,2
ahegwer433,Anastasia,Hegwer,NH,2,5,2,2,1,1,5,1,5,1,1,4
kmesia865,Krystal,Mesia,MI,3,1,1,5,5,2,4,2,3,3,2,5
rkisiel657,Rochell,Kisiel,IN,4,1,4,2,1,1,2,1,2,5,3,2
thusfelt916,Tricia,Husfelt,AL,1,3,4,3,4,3,1,4,4,3,3,2
rmaddin577,Rosaura,Maddin,ID,4,4,4,4,3,1,2,2,5,2,4,4
ksouza816,Kurtis,Souza,VA,1,1,2,4,2,2,1,2,3,4,5,5
ereisen319,Ernest,Reisen,MI,5,2,2,3,2,4,4,5,1,3,3,4
ktrombly970,Kindra,Trombly,KS,1,4,3,5,1,5,2,1,4,4,1,1
pelsner370,Patience,Elsner,MA,2,5,3,1,3,1,4,3,2,1,4,3
fweidemann996,Fred,Weidemann,MA,1,5,4,5,3,5,5,1,1,1,4,5
akarpen874,Annie,Karpen,OK,4,4,3,5,3,4,4,4,1,1,5,5
gknoten128,Ginger,Knoten,TX,5,4,2,2,2,2,2,5,4,4,5,1
bdemirchya454,Broderick,Demirchyan,OK,1,4,4,4,3,5,4,5,5,4,2,2
jhook923,Jesus,Hook,KY,3,1,3,4,4,2,5,5,1,4,1,4
ftail721,Fredrick,Tail,IN,1,1,4,2,2,2,1,2,1,3,3,5
chenerson225,Cyrus,Henerson,OR,1,5,3,4,3,5,2,2,4,2,5,1
pshindle237,Peter,Shindle,WA,3,4,4,5,1,1,4,3,5,4,5,3
aforman694,Ali,Forman,GA,3,5,2,1,5,2,4,1,4,1,4,2
afrascella485,Azalee,Frascella,WY,2,5,2,2,4,2,4,5,5,4,4,4
aperea192,Annamarie,Perea,MO,4,2,2,4,1,4,4,5,5,2,2,2
nmagera628,Norman,Magera,WA,4,3,4,3,1,1,2,3,2,2,1,3
rdollyhigh437,Randolph,Dollyhigh,VA,1,4,2,2,2,5,5,1,5,3,2,2
reliopoulo127,Raymon,Eliopoulos,AR,4,1,1,4,2,4,2,1,2,5,3,1
emugleston911,Eunice,Mugleston,SC,4,1,4,4,4,5,4,2,5,3,3,1
bleidig717,Brock,Leidig,MT,4,1,2,4,1,1,2,1,3,1,2,5
cshackley476,Clarita,Shackley,NC,5,4,1,1,5,5,3,2,4,4,1,2
fjekel82,Frances,Jekel,RI,5,2,2,3,5,2,1,4,2,4,3,2
kschopflin635,Kendal,Schopflin,CA,1,5,5,1,5,1,1,4,2,5,4,1
rsiebentha837,Reba,Siebenthal,MN,2,3,4,3,3,4,4,1,2,3,1,5
nheatley187,Nicol,Heatley,VA,1,3,1,5,2,5,5,3,5,3,3,2
wdragich412,Wilbert,Dragich,OK,2,2,1,3,1,4,4,5,1,5,4,3
enavarre0,Elvin,Navarre,TN,5,4,5,3,4,4,2,2,3,4,3,3
torielly710,Ty,Orielly,LA,3,1,3,5,5,4,2,1,2,2,2,2
dhesse975,Donald,Hesse,KS,4,2,5,5,4,5,2,4,4,4,5,2
lhytros646,Leonard,Hytros,NY,5,2,2,4,1,3,3,5,4,1,5,3
ldegener570,Lou,Degener,TX,5,2,4,1,1,1,2,5,5,4,1,2
ksandercoc613,Kermit,Sandercock,CA,4,2,1,2,3,4,5,1,5,3,2,4
vhamn713,Virgina,Hamn,SD,1,1,2,1,3,3,2,3,5,1,3,5
hgrundy725,Harley,Grundy,UT,4,3,2,1,1,1,4,1,2,3,5,4
lmorsbach561,Leota,Morsbach,VT,4,2,2,3,3,5,3,1,1,3,4,5
sshellhamm680,Silva,Shellhammer,MN,2,3,4,3,5,2,2,2,4,5,5,2
emeihofer387,Ellsworth,Meihofer,WY,1,3,5,1,3,5,5,5,5,3,3,1
wmittan543,Whitney,Mittan,TX,5,1,5,2,3,2,1,2,4,4,3,1
gbetterton198,Georgia,Betterton,TX,5,3,5,4,2,5,5,2,4,4,4,1
amorisey238,Albertha,Morisey,OK,1,4,2,4,5,4,5,2,4,1,2,2
cbelwood71,Cecila,Belwood,MT,3,2,1,4,2,1,5,5,3,1,5,2
whupper247,Willard,Hupper,WI,1,4,4,3,3,2,2,2,1,5,3,5
cschloemer237,Camila,Schloemer,WI,5,3,5,4,5,2,3,4,4,1,2,3
dsario208,Dawn,Sario,ME,1,2,5,4,2,2,4,2,3,3,2,2
dgainous599,Dominick,Gainous,WV,5,2,5,5,2,1,3,2,4,1,5,5
lstefanovi750,Lynelle,Stefanovich,MA,4,2,2,3,1,5,3,5,3,1,4,1
tbrugler204,Tenisha,Brugler,MT,4,4,4,1,4,4,4,3,4,1,4,4
lpariente712,Leena,Pariente,RI,5,4,4,2,1,5,5,4,3,3,5,2
swynter0,Shawn,Wynter,KS,2,2,5,1,4,2,1,2,1,5,1,2
llammi991,Lucilla,Lammi,KY,4,1,4,2,3,4,3,3,3,5,1,4
fsteinhard427,Fransisca,Steinhardt,PA,5,4,1,1,3,1,3,2,2,3,2,1
vraggs858,Verena,Raggs,CO,3,2,2,5,1,4,4,4,4,3,3,2
edigiorgi676,Eddy,Digiorgi,MN,1,5,1,5,5,4,4,2,4,2,5,5
bvaine134,Benito,Vaine,HI,2,5,5,2,5,5,2,4,5,3,3,2
vgriner304,Valentine,Griner,NV,1,5,4,5,2,1,2,1,4,2,5,5
fdacus216,Francesco,Dacus,NY,3,2,1,1,1,5,3,2,1,4,2,5
vfolger946,Vern,Folger,SC,3,5,2,1,3,2,1,1,4,5,2,5
sstidd808,Sindy,Stidd,VA,4,1,1,2,2,2,3,3,2,5,2,3
ostadt591,Opal,Stadt,WA,1,4,1,1,5,4,4,4,3,2,2,4
rmilfort79,Rey,Milfort,NE,4,2,5,5,3,4,3,3,4,4,1,3
termitanio539,Tresa,Ermitanio,NY,5,2,2,2,1,4,2,4,1,1,2,3
adudzik544,Ahmad,Dudzik,IL,1,3,2,2,4,4,5,4,4,5,2,2
wdelia851,Williams,Delia,MN,3,3,3,5,1,1,3,1,3,2,2,4
dscanio903,Denna,Scanio,CO,1,5,3,1,5,5,5,5,5,3,1,5
mduran369,Marlene,Duran,GA,2,2,1,2,5,2,3,1,1,4,3,2
eowings602,Edward,Owings,OH,2,4,1,2,5,1,2,5,1,1,4,1
ebascetta189,Erasmo,Bascetta,IA,1,5,5,2,4,5,2,5,2,2,2,5
kevanoski872,Kiana,Evanoski,KS,4,5,5,3,4,5,4,5,3,5,4,4
cneun515,Cole,Neun,NV,3,2,2,3,3,4,2,1,1,2,3,1
kgeorgia996,Keely,Georgia,UT,1,1,1,2,4,5,3,5,3,1,5,4
lmervyn159,Ludivina,Mervyn,NV,3,3,4,3,3,1,2,5,3,3,5,2
rgappa981,Roland,Gappa,TX,4,2,4,5,2,1,3,3,5,5,3,5
kzurkuhlen335,Kyung,Zurkuhlen,CA,5,4,2,3,1,5,4,2,5,4,3,2
pfrabott279,Perry,Frabott,ME,3,2,1,2,2,1,4,4,5,2,1,3
dgaerlan463,Daniela,Gaerlan,IN,5,5,4,4,2,4,1,1,3,5,3,5
rosbourn189,Royal,Osbourn,AK,1,1,3,4,4,3,4,4,3,4,4,4
marancibia610,Matt,Arancibia,ME,2,4,2,4,5,2,4,2,3,1,2,5
ebogosh894,Eusebio,Bogosh,IL,5,5,3,5,2,1,5,2,2,5,4,3
mfaries858,Maximo,Faries,WV,1,5,5,5,2,4,3,3,5,3,1,5
mmosbrucke117,Muoi,Mosbrucker,PA,2,1,5,4,5,5,3,4,2,4,1,3
tweimer200,Titus,Weimer,ND,5,2,5,3,5,5,3,5,2,5,5,5
bblessing501,Benita,Blessing,AL,1,1,3,3,5,2,4,3,5,4,4,2
fbrabazon679,Fernande,Brabazon,CT,2,5,3,5,5,3,5,5,4,1,1,3
hhuhta784,Harrison,Huhta,OH,2,2,3,1,3,1,3,3,2,3,3,2
dsnead427,Dillon,Snead,VT,5,1,3,4,3,2,4,4,1,5,2,5
glembke367,Guy,Lembke,MS,1,4,1,1,3,3,5,3,3,3,4,2
olamus964,Ouida,Lamus,MA,2,1,2,4,1,2,1,1,4,5,4,4
espeh452,Elda,Speh,CT,3,2,1,4,3,2,4,1,1,2,5,1
gkalbaugh852,Georgianne,Kalbaugh,MS,1,1,3,2,1,5,5,4,1,1,4,1
hrazo717,Horacio,Razo,CO,3,3,3,5,2,3,3,3,2,3,5,4
clongman197,Crystal,Longman,KS,4,5,2,3,1,5,4,3,1,4,1,4
gkillion701,Gaston,Killion,ND,3,2,1,3,2,1,4,2,1,3,5,5
mblagg903,Maybell,Blagg,IL,4,1,1,1,1,3,3,5,4,3,1,3
pchrystal687,Pete,Chrystal,NM,2,1,4,2,1,4,3,2,5,2,5,4
eruman286,Emmitt,Ruman,CA,5,2,1,3,3,1,3,3,5,2,1,2
sjenovese806,Scotty,Jenovese,NV,2,3,1,2,4,5,5,4,5,2,2,5
dbeckenbac336,Dexter,Beckenbach,KS,4,4,4,5,1,2,3,5,3,3,5,3
kgallian870,Keeley,Gallian,NC,5,4,2,2,1,3,5,1,5,4,4,2
hoakeson56,Harlan,Oakeson,GA,5,3,3,1,3,5,5,4,1,2,3,3
cziegelbau412,Cedric,Ziegelbauer,MO,3,3,5,4,1,5,5,3,2,3,5,1
dmulrenin266,Dwana,Mulrenin,SD,1,4,4,5,5,4,4,3,3,5,4,2
rrosoff275,Rosalba,Rosoff,DE,5,1,2,2,2,4,4,2,5,1,5,5
mbasilio305,Modesto,Basilio,MI,1,2,3,2,1,2,1,1,1,1,5,2
gbouges933,Gale,Bouges,SC,5,2,5,4,2,5,3,1,1,5,1,3
kvo177,Kassie,Vo,MT,3,3,1,4,5,5,5,3,5,4,5,4
cdevincent669,Cory,Devincentis,MN,4,2,1,2,4,5,4,1,4,2,5,5
paldridge688,Penny,Aldridge,IL,5,1,2,1,1,2,3,5,2,5,3,1
lgeesey933,Leslie,Geesey,MT,4,4,4,1,5,3,5,5,4,3,3,5
ggeiser715,Guadalupe,Geiser,WI,2,1,2,1,1,5,5,1,3,4,5,5
rmanon833,Roosevelt,Manon,WV,3,2,4,4,5,5,5,1,4,4,2,4
gkainz487,Gerard,Kainz,MO,1,1,1,3,2,2,2,3,5,1,4,1
ibucanan524,Indira,Bucanan,FL,5,1,2,1,5,2,4,5,2,2,5,3
kbove774,Kyong,Bove,NV,5,3,4,3,2,2,2,4,1,2,4,1
sschomacke431,Suzanne,Schomacker,OR,5,4,2,5,4,5,4,1,1,4,1,1
wkrupa720,Will,Krupa,CT,1,2,2,3,4,3,2,5,2,4,2,5
aolvey92,Alva,Olvey,OR,1,1,2,2,2,1,5,4,4,2,5,3
vadolf491,Valentine,Adolf,VA,5,4,3,1,3,2,1,2,3,5,4,4
jnarciso128,Jeffrey,Narciso,IN,4,2,5,5,3,4,4,4,3,3,4,5
gperrodin982,Glory,Perrodin,MS,4,3,2,3,3,2,2,2,3,2,1,1
szuccaro302,Sebrina,Zuccaro,RI,2,1,3,3,5,1,3,2,4,1,1,5
mgurule516,Melaine,Gurule,ID,2,1,4,3,3,4,5,4,1,5,1,3
alammey595,Andreas,Lammey,ME,1,5,4,4,3,4,1,4,3,4,2,1
mtorgeson114,Margherita,Torgeson,FL,3,4,2,1,3,2,3,2,5,3,3,2
ddevey400,Dotty,Devey,ID,2,4,2,2,2,4,4,1,3,3,4,5
mcefaratti539,Mariette,Cefaratti,WY,4,4,2,3,1,5,1,4,5,2,4,2
acolins666,Aurelio,Colins,WV,3,1,2,2,1,3,1,4,3,5,3,2
mdodoo34,Malcolm,Dodoo,PA,4,2,3,3,2,4,3,1,2,3,5,5
jbulnes167,Jason,Bulnes,AR,3,4,4,4,1,1,2,3,2,3,2,3
cgaston505,Chae,Gaston,OK,2,3,1,4,3,1,3,1,3,4,3,4
jmoesch798,Johanna,Moesch,WA,3,3,3,1,1,5,5,1,5,1,1,1
tibdah774,Teena,Ibdah,SD,5,4,3,5,5,2,5,2,3,1,4,2
uzeitlin639,Ulysses,Zeitlin,KS,4,2,1,2,2,5,1,2,5,3,1,2
kgrimmius729,Kasandra,Grimmius,ME,1,5,3,1,3,5,1,2,3,5,4,1
apavlak429,Andrew,Pavlak,HI,2,5,1,1,2,2,3,3,1,5,5,5
sellifritt932,Shavon,Ellifritt,CT,2,2,3,2,2,4,3,5,4,1,2,5
apacchiana374,Alfonso,Pacchiana,CT,4,3,3,3,5,4,2,4,5,5,1,4
sdeonarian696,Stephanie,Deonarian,TN,1,2,5,3,2,3,1,2,3,5,4,2
sgatewood236,Setsuko,Gatewood,VT,1,5,3,2,2,1,3,3,3,5,3,2
asolinas150,Arlyne,Solinas,ME,1,1,3,1,4,4,1,2,1,5,5,5
xtoulson321,Xavier,Toulson,VT,2,3,5,5,4,2,2,2,2,2,2,1
sfaerber834,Shayne,Faerber,GA,4,2,5,4,5,2,1,5,4,5,5,5
jriehm164,Jerold,Riehm,OK,2,2,4,3,2,2,4,5,1,1,4,3
lspeakes846,Lynsey,Speakes,RI,1,3,4,5,2,5,3,1,2,5,3,2
rmcneel685,Richard,Mcneel,NM,2,5,5,3,5,5,2,2,3,3,1,1
dpinkstaff447,Douglass,Pinkstaff,WI,1,1,5,2,3,3,4,5,5,4,2,4
lmilovich733,Levi,Milovich,HI,4,1,5,2,4,4,2,1,1,2,2,2
khunting89,Kenyetta,Hunting,ID,3,2,1,4,2,5,1,2,3,5,5,4
dtaake553,Dustin,Taake,TN,1,2,2,5,1,5,1,3,3,3,5,1
dhersey853,Damien,Hersey,PA,4,5,5,4,3,4,1,3,3,2,3,2
amccuin25,Alton,Mccuin,PA,3,3,3,3,2,3,4,4,1,5,3,5
mbeel736,Marco,Beel,AR,5,2,2,3,2,1,1,2,1,1,2,3
jwestrom440,Jeniffer,Westrom,DE,1,4,2,5,4,4,5,4,4,5,3,1
bspaur790,Bertram,Spaur,RI,4,1,1,2,4,2,2,4,5,2,5,5
wsieg900,Weston,Sieg,AZ,3,4,5,5,4,4,2,4,3,5,4,3
fcapata88,Frankie,Capata,UT,2,5,2,2,4,2,3,5,5,5,5,2
mpapadakis274,Mora,Papadakis,NY,5,1,2,2,4,2,4,4,2,5,4,3
jmeisch802,Jone,Meisch,CO,3,2,3,1,1,2,4,4,4,1,1,2
lbrynga38,Loria,Brynga,WI,2,4,1,4,1,3,1,4,2,4,3,5
nditzler810,Nickole,Ditzler,NY,5,1,3,3,4,2,3,3,5,4,3,1
edwane68,Earnest,Dwane,MA,1,3,2,4,1,1,3,3,1,1,2,3
dmatarrita846,Darnell,Matarrita,ME,5,3,1,3,4,5,4,3,1,1,4,1
rhashaway160,Reginald,Hashaway,AK,5,3,1,5,2,2,3,4,3,4,5,3
fstarnaud742,Fredric,Starnaud,NJ,3,5,1,3,1,2,3,4,4,1,1,4
edufek514,Erminia,Dufek,AL,3,1,4,4,5,1,1,4,1,1,2,2
rhammersmi676,Renda,Hammersmith,GA,4,4,2,2,1,3,3,1,1,4,1,3
ssmelley818,Shawn,Smelley,MS,1,3,5,1,3,3,4,2,3,1,4,3
cradler52,Catrice,Radler,MT,3,5,1,4,3,3,4,5,2,5,1,2
rbassler658,Rufus,Bassler,KS,3,4,5,3,1,5,4,4,2,2,4,2
jnienhuis592,Jamal,Nienhuis,IL,4,5,3,4,5,5,3,5,4,4,1,3
wlongtin226,Wm,Longtin,ND,2,5,1,4,4,3,3,1,1,4,2,3
dharriage859,Darrel,Harriage,IN,1,5,4,2,4,1,2,1,4,5,4,3
phartwick18,Patsy,Hartwick,OR,2,2,4,3,5,1,1,5,5,3,4,2
gnidiffer230,Garfield,Nidiffer,UT,5,3,4,4,5,5,1,2,5,1,1,4
fhaislip355,Freddie,Haislip,MT,5,1,2,1,4,4,4,4,5,4,3,2
emeduna861,Eldon,Meduna,WI,5,1,5,3,3,5,2,2,5,2,1,4
tdufort816,Toby,Dufort,AR,1,5,2,2,3,3,4,2,2,1,5,4
cschnecklo957,Consuela,Schneckloth,SC,2,2,3,2,4,2,4,4,1,4,1,1
awyse770,Alayna,Wyse,MA,4,5,4,3,4,1,2,5,1,4,1,4
tcordoua337,Tomas,Cordoua,VT,5,3,2,2,4,1,3,3,2,1,4,1
dagnew180,Danna,Agnew,IA,2,4,1,2,5,4,5,4,4,1,4,2
lsapia236,Lashon,Sapia,LA,3,1,2,2,5,4,3,1,1,3,4,4
ceuresti992,Candyce,Euresti,ME,3,2,4,1,2,3,3,4,5,5,1,5
mtimmreck238,Mohammed,Timmreck,KS,4,1,2,1,1,5,5,4,3,4,4,5
lcomden644,Liberty,Comden,KY,2,5,1,2,4,3,3,1,2,2,3,5
cskill933,Chas,Skill,AZ,5,5,4,3,1,5,5,1,2,2,2,5
cshafe479,Curt,Shafe,VT,5,5,1,1,2,4,1,2,4,3,4,5
rlista444,Rudolph,Lista,PA,5,3,2,5,4,4,2,2,2,3,4,4
cfairall602,Cathern,Fairall,HI,3,4,3,5,4,5,4,1,4,4,4,3
mcafferky488,Minnie,Cafferky,FL,5,5,4,3,1,4,3,5,4,5,3,5
ejournot390,Emilee,Journot,IL,5,2,4,4,5,5,3,4,1,1,1,1
aerne715,Arlie,Erne,CT,3,5,4,5,1,2,5,3,1,3,4,4
jguerino208,Jude,Guerino,ND,2,5,5,4,1,5,5,1,3,3,5,1
bmckellop844,Blake,Mckellop,CO,4,1,5,2,2,5,3,2,5,1,5,2
llemler406,Lavenia,Lemler,IN,1,3,2,1,4,4,5,4,5,4,5,1
khartung549,Katherina,Hartung,AL,1,3,5,1,5,1,2,2,3,5,3,2
oharriet33,Oswaldo,Harriet,WA,1,2,5,4,2,1,3,2,3,3,5,3
tgrear728,Tracie,Grear,MN,5,4,1,3,3,4,5,4,1,5,3,4
kgildemeis289,Kyra,Gildemeister,WI,2,1,5,5,1,3,4,5,2,1,3,1
rwhitis21,Rana,Whitis,MN,2,3,1,5,4,1,1,3,5,5,5,2
hthanasouk586,Hector,Thanasouk,OR,4,2,2,1,2,3,5,4,1,1,2,4
cdalhart109,Clair,Dalhart,MS,1,1,5,2,1,5,4,4,5,3,1,4
bvanloan504,Brandon,Vanloan,ND,2,4,4,3,3,2,1,2,4,3,4,3
lbemrich547,Lorenzo,Bemrich,NY,4,5,2,4,3,4,4,2,2,2,5,4
raparo772,Ramon,Aparo,AR,1,4,1,3,5,1,4,3,4,5,2,4
estojanovi633,Evon,Stojanovic,SD,1,5,2,4,4,4,4,5,5,5,3,4
ckromm737,Colton,Kromm,NE,1,2,4,1,5,4,4,2,1,2,5,2
akocian760,Arlie,Kocian,CT,1,3,1,3,4,1,2,3,2,4,2,1
sheger613,Syble,Heger,MO,5,5,1,4,2,3,5,3,1,3,2,1
dbattle264,Dionna,Battle,LA,1,3,1,1,1,3,2,5,1,1,1,2
wsaglimben943,Waltraud,Saglimbeni,AR,1,3,5,3,2,4,3,3,5,1,2,3
carn705,Celinda,Arn,NM,2,2,5,4,1,4,1,5,4,5,2,4
vparco589,Valeri,Parco,MS,1,1,5,5,5,2,4,3,5,1,2,3
kpomares371,Kasie,Pomares,WA,3,3,2,1,4,5,3,3,3,2,4,1
tmeerdink636,Tyler,Meerdink,DE,5,5,5,1,1,3,5,5,3,3,2,1
mdhruva894,Manual,Dhruva,AL,3,3,5,2,2,1,2,4,5,4,2,5
mkuhta2,Maurice,Kuhta,IA,1,1,5,1,2,3,2,4,5,4,3,3
jsedore745,Jesenia,Sedore,MT,1,2,5,5,1,4,1,4,1,1,2,2
jkuhnert59,Jonathon,Kuhnert,CO,3,5,4,5,1,4,4,1,3,3,5,1
scouret7,Sung,Couret,GA,3,2,5,3,1,5,4,3,3,1,1,5
lflorens845,Lyla,Florens,KY,2,5,2,1,5,4,3,2,5,3,1,5
lbaptise946,Lurline,Baptise,AR,5,5,4,4,3,3,2,5,5,2,2,5
kchevalier415,Karole,Chevalier,NH,3,3,5,4,3,4,4,4,5,1,3,4
dakiyama601,Dewitt,Akiyama,MS,5,2,1,5,2,2,1,4,1,5,4,1
jheartley904,Justine,Heartley,MS,1,4,5,5,4,1,1,1,2,4,2,1
etranum49,Edwina,Tranum,MT,5,2,3,3,2,5,5,1,4,2,4,4
vyeeloy948,Victor,Yeeloy,MD,5,1,2,5,3,2,5,2,4,3,5,3
ggangell719,Glennie,Gangell,MT,5,4,1,5,3,1,4,1,3,2,3,2
toffer457,Tyesha,Offer,DE,5,1,3,3,3,5,2,4,4,2,4,5
vgenther954,Vikki,Genther,OH,4,5,1,1,4,5,1,3,1,5,3,4
ibonvillai12,Ivelisse,Bonvillain,KY,1,2,3,4,1,4,3,3,3,1,4,2
nrealbuto26,Nellie,Realbuto,KY,3,1,5,4,1,5,2,3,2,5,5,3
